source_row_id,date,kitchen,sku,units_wasted,est_waste_cost_thb,week_start,packaging_cost_per_cup_thb,labor_cost_per_cup_thb,base_price_thb,fruit_cost_raw_thb,fruit_cost_used_thb,waste_cost_raw_thb,waste_cost_status
202,2025-09-13,Pattaya_Beach,PassionFruit,4,100.88,2025-09-08,6,6,65.0,19.22,19.22,100.88,observed_estimated_cost
203,2025-09-13,Pattaya_Beach,Pineapple,3,50.85,2025-09-08,6,5,49.0,10.95,10.95,50.85,observed_estimated_cost
204,2025-09-13,Pattaya_Beach,Watermelon,5,68.4,2025-09-08,6,5,45.0,7.68,7.68,68.4,observed_estimated_cost
205,2025-09-13,Pattaya_Central,Guava,5,77.35,2025-09-08,6,5.5,49.0,9.47,9.47,77.35,observed_estimated_cost
206,2025-09-13,Pattaya_Central,PassionFruit,15,378.3,2025-09-08,6,6,65.0,19.22,19.22,378.3,observed_estimated_cost
207,2025-09-13,Pattaya_Central,Pineapple,7,118.65,2025-09-08,6,5,49.0,10.95,10.95,118.65,observed_estimated_cost
208,2025-09-13,Pattaya_Central,Watermelon,9,123.12,2025-09-08,6,5,45.0,7.68,7.68,123.12,observed_estimated_cost
209,2025-09-14,BKK_Ladprao,Guava,6,92.82,2025-09-08,6,5.5,49.0,9.47,9.47,92.82,observed_estimated_cost
210,2025-09-14,BKK_Ladprao,PassionFruit,4,100.88,2025-09-08,6,6,65.0,19.22,19.22,100.88,observed_estimated_cost
211,2025-09-14,BKK_Ladprao,Pineapple,4,67.8,2025-09-08,6,5,49.0,10.95,10.95,67.8,observed_estimated_cost
212,2025-09-14,BKK_Ladprao,Watermelon,2,27.36,2025-09-08,6,5,45.0,7.68,7.68,27.36,observed_estimated_cost
213,2025-09-14,BKK_Sukhumvit,Guava,4,61.88,2025-09-08,6,5.5,49.0,9.47,9.47,61.88,observed_estimated_cost
214,2025-09-14,BKK_Sukhumvit,PassionFruit,4,100.88,2025-09-08,6,6,65.0,19.22,19.22,100.88,observed_estimated_cost
215,2025-09-14,BKK_Sukhumvit,Pineapple,4,67.8,2025-09-08,6,5,49.0,10.95,10.95,67.8,observed_estimated_cost
216,2025-09-14,BKK_Sukhumvit,Watermelon,5,68.4,2025-09-08,6,5,45.0,7.68,7.68,68.4,observed_estimated_cost
217,2025-09-14,Pattaya_Beach,Guava,3,46.41,2025-09-08,6,5.5,49.0,9.47,9.47,46.41,observed_estimated_cost
218,2025-09-14,Pattaya_Beach,PassionFruit,5,126.1,2025-09-08,6,6,65.0,19.22,19.22,126.1,observed_estimated_cost
219,2025-09-14,Pattaya_Beach,Pineapple,7,118.65,2025-09-08,6,5,49.0,10.95,10.95,118.65,observed_estimated_cost
220,2025-09-14,Pattaya_Beach,Watermelon,5,68.4,2025-09-08,6,5,45.0,7.68,7.68,68.4,observed_estimated_cost
221,2025-09-14,Pattaya_Central,Guava,5,77.35,2025-09-08,6,5.5,49.0,9.47,9.47,77.35,observed_estimated_cost
222,2025-09-14,Pattaya_Central,PassionFruit,9,226.98,2025-09-08,6,6,65.0,19.22,19.22,226.98,observed_estimated_cost
223,2025-09-14,Pattaya_Central,Pineapple,9,152.55,2025-09-08,6,5,49.0,10.95,10.95,152.55,observed_estimated_cost
224,2025-09-14,Pattaya_Central,Watermelon,10,136.8,2025-09-08,6,5,45.0,7.68,7.68,136.8,observed_estimated_cost
225,2025-09-15,BKK_Ladprao,Guava,1,14.77,2025-09-15,6,5.5,49.0,8.77,8.77,14.77,observed_estimated_cost
226,2025-09-15,BKK_Ladprao,PassionFruit,3,76.8,2025-09-15,6,6,65.0,19.6,19.6,76.8,observed_estimated_cost
227,2025-09-15,BKK_Ladprao,Pineapple,7,111.3,2025-09-15,6,5,49.0,9.9,9.9,111.3,observed_estimated_cost
228,2025-09-15,BKK_Ladprao,Watermelon,3,41.1,2025-09-15,6,5,45.0,7.7,7.7,41.1,observed_estimated_cost
229,2025-09-15,BKK_Sukhumvit,Guava,2,29.54,2025-09-15,6,5.5,49.0,8.77,8.77,29.54,observed_estimated_cost
230,2025-09-15,BKK_Sukhumvit,PassionFruit,5,128.0,2025-09-15,6,6,65.0,19.6,19.6,128.0,observed_estimated_cost
231,2025-09-15,BKK_Sukhumvit,Pineapple,6,95.4,2025-09-15,6,5,49.0,9.9,9.9,95.4,observed_estimated_cost
232,2025-09-15,BKK_Sukhumvit,Watermelon,6,82.2,2025-09-15,6,5,45.0,7.7,7.7,82.2,observed_estimated_cost
233,2025-09-15,Pattaya_Beach,Guava,5,73.85,2025-09-15,6,5.5,49.0,8.77,8.77,73.85,observed_estimated_cost
234,2025-09-15,Pattaya_Beach,PassionFruit,3,76.8,2025-09-15,6,6,65.0,19.6,19.6,76.8,observed_estimated_cost
235,2025-09-15,Pattaya_Beach,Pineapple,5,79.5,2025-09-15,6,5,49.0,9.9,9.9,79.5,observed_estimated_cost
236,2025-09-15,Pattaya_Beach,Watermelon,6,82.2,2025-09-15,6,5,45.0,7.7,7.7,82.2,observed_estimated_cost
237,2025-09-15,Pattaya_Central,Guava,1,14.77,2025-09-15,6,5.5,49.0,8.77,8.77,14.77,observed_estimated_cost
238,2025-09-15,Pattaya_Central,PassionFruit,2,51.2,2025-09-15,6,6,65.0,19.6,19.6,51.2,observed_estimated_cost
239,2025-09-15,Pattaya_Central,Pineapple,3,47.7,2025-09-15,6,5,49.0,9.9,9.9,47.7,observed_estimated_cost
240,2025-09-15,Pattaya_Central,Watermelon,2,27.4,2025-09-15,6,5,45.0,7.7,7.7,27.4,observed_estimated_cost
241,2025-09-16,BKK_Ladprao,Guava,2,29.54,2025-09-15,6,5.5,49.0,8.77,8.77,29.54,observed_estimated_cost
242,2025-09-16,BKK_Ladprao,PassionFruit,4,102.4,2025-09-15,6,6,65.0,19.6,19.6,102.4,observed_estimated_cost
243,2025-09-16,BKK_Ladprao,Pineapple,1,15.9,2025-09-15,6,5,49.0,9.9,9.9,15.9,observed_estimated_cost
244,2025-09-16,BKK_Ladprao,Watermelon,4,54.8,2025-09-15,6,5,45.0,7.7,7.7,54.8,observed_estimated_cost
245,2025-09-16,BKK_Sukhumvit,Guava,1,14.77,2025-09-15,6,5.5,49.0,8.77,8.77,14.77,observed_estimated_cost
246,2025-09-16,BKK_Sukhumvit,PassionFruit,1,25.6,2025-09-15,6,6,65.0,19.6,19.6,25.6,observed_estimated_cost
247,2025-09-16,BKK_Sukhumvit,Pineapple,4,63.6,2025-09-15,6,5,49.0,9.9,9.9,63.6,observed_estimated_cost
248,2025-09-16,BKK_Sukhumvit,Watermelon,5,68.5,2025-09-15,6,5,45.0,7.7,7.7,68.5,observed_estimated_cost
249,2025-09-16,Pattaya_Beach,Guava,4,59.08,2025-09-15,6,5.5,49.0,8.77,8.77,59.08,observed_estimated_cost
250,2025-09-16,Pattaya_Beach,PassionFruit,3,76.8,2025-09-15,6,6,65.0,19.6,19.6,76.8,observed_estimated_cost
251,2025-09-16,Pattaya_Beach,Pineapple,2,31.8,2025-09-15,6,5,49.0,9.9,9.9,31.8,observed_estimated_cost
252,2025-09-16,Pattaya_Beach,Watermelon,2,27.4,2025-09-15,6,5,45.0,7.7,7.7,27.4,observed_estimated_cost
253,2025-09-16,Pattaya_Central,Guava,5,73.85,2025-09-15,6,5.5,49.0,8.77,8.77,73.85,observed_estimated_cost
254,2025-09-16,Pattaya_Central,PassionFruit,4,102.4,2025-09-15,6,6,65.0,19.6,19.6,102.4,observed_estimated_cost
255,2025-09-16,Pattaya_Central,Pineapple,6,95.4,2025-09-15,6,5,49.0,9.9,9.9,95.4,observed_estimated_cost
256,2025-09-16,Pattaya_Central,Watermelon,7,95.9,2025-09-15,6,5,45.0,7.7,7.7,95.9,observed_estimated_cost
257,2025-09-17,BKK_Ladprao,Guava,5,73.85,2025-09-15,6,5.5,49.0,8.77,8.77,73.85,observed_estimated_cost
258,2025-09-17,BKK_Ladprao,PassionFruit,1,25.6,2025-09-15,6,6,65.0,19.6,19.6,25.6,observed_estimated_cost
259,2025-09-17,BKK_Ladprao,Pineapple,6,95.4,2025-09-15,6,5,49.0,9.9,9.9,95.4,observed_estimated_cost
260,2025-09-17,BKK_Ladprao,Watermelon,4,54.8,2025-09-15,6,5,45.0,7.7,7.7,54.8,observed_estimated_cost
261,2025-09-17,BKK_Sukhumvit,Guava,4,59.08,2025-09-15,6,5.5,49.0,8.77,8.77,59.08,observed_estimated_cost
262,2025-09-17,BKK_Sukhumvit,PassionFruit,3,76.8,2025-09-15,6,6,65.0,19.6,19.6,76.8,observed_estimated_cost
263,2025-09-17,BKK_Sukhumvit,Pineapple,3,47.7,2025-09-15,6,5,49.0,9.9,9.9,47.7,observed_estimated_cost
264,2025-09-17,BKK_Sukhumvit,Watermelon,2,27.4,2025-09-15,6,5,45.0,7.7,7.7,27.4,observed_estimated_cost
265,2025-09-17,Pattaya_Beach,Guava,1,14.77,2025-09-15,6,5.5,49.0,8.77,8.77,14.77,observed_estimated_cost
266,2025-09-17,Pattaya_Beach,PassionFruit,5,128.0,2025-09-15,6,6,65.0,19.6,19.6,128.0,observed_estimated_cost
267,2025-09-17,Pattaya_Beach,Pineapple,3,47.7,2025-09-15,6,5,49.0,9.9,9.9,47.7,observed_estimated_cost
268,2025-09-17,Pattaya_Beach,Watermelon,4,54.8,2025-09-15,6,5,45.0,7.7,7.7,54.8,observed_estimated_cost
269,2025-09-17,Pattaya_Central,Guava,4,59.08,2025-09-15,6,5.5,49.0,8.77,8.77,59.08,observed_estimated_cost
270,2025-09-17,Pattaya_Central,PassionFruit,8,204.8,2025-09-15,6,6,65.0,19.6,19.6,204.8,observed_estimated_cost
271,2025-09-17,Pattaya_Central,Pineapple,3,47.7,2025-09-15,6,5,49.0,9.9,9.9,47.7,observed_estimated_cost
272,2025-09-17,Pattaya_Central,Watermelon,4,54.8,2025-09-15,6,5,45.0,7.7,7.7,54.8,observed_estimated_cost
273,2025-09-18,BKK_Ladprao,Guava,2,29.54,2025-09-15,6,5.5,49.0,8.77,8.77,29.54,observed_estimated_cost
274,2025-09-18,BKK_Ladprao,PassionFruit,5,128.0,2025-09-15,6,6,65.0,19.6,19.6,128.0,observed_estimated_cost
275,2025-09-18,BKK_Ladprao,Pineapple,2,31.8,2025-09-15,6,5,49.0,9.9,9.9,31.8,observed_estimated_cost
276,2025-09-18,BKK_Ladprao,Watermelon,4,54.8,2025-09-15,6,5,45.0,7.7,7.7,54.8,observed_estimated_cost
277,2025-09-18,BKK_Sukhumvit,Guava,2,29.54,2025-09-15,6,5.5,49.0,8.77,8.77,29.54,observed_estimated_cost
278,2025-09-18,BKK_Sukhumvit,PassionFruit,8,204.8,2025-09-15,6,6,65.0,19.6,19.6,204.8,observed_estimated_cost
279,2025-09-18,BKK_Sukhumvit,Pineapple,5,79.5,2025-09-15,6,5,49.0,9.9,9.9,79.5,observed_estimated_cost
280,2025-09-18,BKK_Sukhumvit,Watermelon,3,41.1,2025-09-15,6,5,45.0,7.7,7.7,41.1,observed_estimated_cost
281,2025-09-18,Pattaya_Beach,Guava,2,29.54,2025-09-15,6,5.5,49.0,8.77,8.77,29.54,observed_estimated_cost
282,2025-09-18,Pattaya_Beach,PassionFruit,3,76.8,2025-09-15,6,6,65.0,19.6,19.6,76.8,observed_estimated_cost
283,2025-09-18,Pattaya_Beach,Pineapple,4,63.6,2025-09-15,6,5,49.0,9.9,9.9,63.6,observed_estimated_cost
284,2025-09-18,Pattaya_Beach,Watermelon,3,41.1,2025-09-15,6,5,45.0,7.7,7.7,41.1,observed_estimated_cost
285,2025-09-18,Pattaya_Central,Guava,2,29.54,2025-09-15,6,5.5,49.0,8.77,8.77,29.54,observed_estimated_cost
286,2025-09-18,Pattaya_Central,PassionFruit,6,153.6,2025-09-15,6,6,65.0,19.6,19.6,153.6,observed_estimated_cost
287,2025-09-18,Pattaya_Central,Pineapple,6,95.4,2025-09-15,6,5,49.0,9.9,9.9,95.4,observed_estimated_cost
288,2025-09-18,Pattaya_Central,Watermelon,3,41.1,2025-09-15,6,5,45.0,7.7,7.7,41.1,observed_estimated_cost
289,2025-09-19,BKK_Ladprao,Guava,2,29.54,2025-09-15,6,5.5,49.0,8.77,8.77,29.54,observed_estimated_cost
290,2025-09-19,BKK_Ladprao,PassionFruit,5,128.0,2025-09-15,6,6,65.0,19.6,19.6,128.0,observed_estimated_cost
291,2025-09-19,BKK_Ladprao,Pineapple,4,63.6,2025-09-15,6,5,49.0,9.9,9.9,63.6,observed_estimated_cost
292,2025-09-19,BKK_Ladprao,Watermelon,4,54.8,2025-09-15,6,5,45.0,7.7,7.7,54.8,observed_estimated_cost
293,2025-09-19,BKK_Sukhumvit,Guava,5,73.85,2025-09-15,6,5.5,49.0,8.77,8.77,73.85,observed_estimated_cost
294,2025-09-19,BKK_Sukhumvit,PassionFruit,3,76.8,2025-09-15,6,6,65.0,19.6,19.6,76.8,observed_estimated_cost
295,2025-09-19,BKK_Sukhumvit,Pineapple,4,63.6,2025-09-15,6,5,49.0,9.9,9.9,63.6,observed_estimated_cost
296,2025-09-19,BKK_Sukhumvit,Watermelon,5,68.5,2025-09-15,6,5,45.0,7.7,7.7,68.5,observed_estimated_cost
297,2025-09-19,Pattaya_Beach,Guava,1,14.77,2025-09-15,6,5.5,49.0,8.77,8.77,14.77,observed_estimated_cost
298,2025-09-19,Pattaya_Beach,PassionFruit,5,128.0,2025-09-15,6,6,65.0,19.6,19.6,128.0,observed_estimated_cost
299,2025-09-19,Pattaya_Beach,Pineapple,3,47.7,2025-09-15,6,5,49.0,9.9,9.9,47.7,observed_estimated_cost
300,2025-09-19,Pattaya_Beach,Watermelon,4,54.8,2025-09-15,6,5,45.0,7.7,7.7,54.8,observed_estimated_cost
301,2025-09-19,Pattaya_Central,Guava,3,44.31,2025-09-15,6,5.5,49.0,8.77,8.77,44.31,observed_estimated_cost
302,2025-09-19,Pattaya_Central,PassionFruit,3,76.8,2025-09-15,6,6,65.0,19.6,19.6,76.8,observed_estimated_cost
303,2025-09-19,Pattaya_Central,Pineapple,6,95.4,2025-09-15,6,5,49.0,9.9,9.9,95.4,observed_estimated_cost
304,2025-09-19,Pattaya_Central,Watermelon,6,82.2,2025-09-15,6,5,45.0,7.7,7.7,82.2,observed_estimated_cost
305,2025-09-20,BKK_Ladprao,Guava,4,59.08,2025-09-15,6,5.5,49.0,8.77,8.77,59.08,observed_estimated_cost
306,2025-09-20,BKK_Ladprao,PassionFruit,4,102.4,2025-09-15,6,6,65.0,19.6,19.6,102.4,observed_estimated_cost
307,2025-09-20,BKK_Ladprao,Pineapple,1,15.9,2025-09-15,6,5,49.0,9.9,9.9,15.9,observed_estimated_cost
308,2025-09-20,BKK_Ladprao,Watermelon,3,41.1,2025-09-15,6,5,45.0,7.7,7.7,41.1,observed_estimated_cost
309,2025-09-20,BKK_Sukhumvit,Guava,2,29.54,2025-09-15,6,5.5,49.0,8.77,8.77,29.54,observed_estimated_cost
310,2025-09-20,BKK_Sukhumvit,PassionFruit,6,153.6,2025-09-15,6,6,65.0,19.6,19.6,153.6,observed_estimated_cost
311,2025-09-20,BKK_Sukhumvit,Pineapple,7,111.3,2025-09-15,6,5,49.0,9.9,9.9,111.3,observed_estimated_cost
312,2025-09-20,BKK_Sukhumvit,Watermelon,3,41.1,2025-09-15,6,5,45.0,7.7,7.7,41.1,observed_estimated_cost
313,2025-09-20,Pattaya_Beach,Guava,3,44.31,2025-09-15,6,5.5,49.0,8.77,8.77,44.31,observed_estimated_cost
314,2025-09-20,Pattaya_Beach,PassionFruit,2,51.2,2025-09-15,6,6,65.0,19.6,19.6,51.2,observed_estimated_cost
315,2025-09-20,Pattaya_Beach,Pineapple,4,63.6,2025-09-15,6,5,49.0,9.9,9.9,63.6,observed_estimated_cost
316,2025-09-20,Pattaya_Beach,Watermelon,5,68.5,2025-09-15,6,5,45.0,7.7,7.7,68.5,observed_estimated_cost
317,2025-09-20,Pattaya_Central,Guava,4,59.08,2025-09-15,6,5.5,49.0,8.77,8.77,59.08,observed_estimated_cost
318,2025-09-20,Pattaya_Central,PassionFruit,6,153.6,2025-09-15,6,6,65.0,19.6,19.6,153.6,observed_estimated_cost
319,2025-09-20,Pattaya_Central,Pineapple,4,63.6,2025-09-15,6,5,49.0,9.9,9.9,63.6,observed_estimated_cost
320,2025-09-20,Pattaya_Central,Watermelon,5,68.5,2025-09-15,6,5,45.0,7.7,7.7,68.5,observed_estimated_cost
321,2025-09-21,BKK_Ladprao,Guava,3,44.31,2025-09-15,6,5.5,49.0,8.77,8.77,44.31,observed_estimated_cost
322,2025-09-21,BKK_Ladprao,PassionFruit,2,51.2,2025-09-15,6,6,65.0,19.6,19.6,51.2,observed_estimated_cost
323,2025-09-21,BKK_Ladprao,Pineapple,3,47.7,2025-09-15,6,5,49.0,9.9,9.9,47.7,observed_estimated_cost
324,2025-09-21,BKK_Ladprao,Watermelon,4,54.8,2025-09-15,6,5,45.0,7.7,7.7,54.8,observed_estimated_cost
325,2025-09-21,BKK_Sukhumvit,Guava,2,29.54,2025-09-15,6,5.5,49.0,8.77,8.77,29.54,observed_estimated_cost
326,2025-09-21,BKK_Sukhumvit,PassionFruit,5,128.0,2025-09-15,6,6,65.0,19.6,19.6,128.0,observed_estimated_cost
327,2025-09-21,BKK_Sukhumvit,Pineapple,0,0.0,2025-09-15,6,5,49.0,9.9,9.9,0.0,observed_estimated_cost
328,2025-09-21,BKK_Sukhumvit,Watermelon,6,82.2,2025-09-15,6,5,45.0,7.7,7.7,82.2,observed_estimated_cost
329,2025-09-21,Pattaya_Beach,Guava,3,44.31,2025-09-15,6,5.5,49.0,8.77,8.77,44.31,observed_estimated_cost
330,2025-09-21,Pattaya_Beach,PassionFruit,5,128.0,2025-09-15,6,6,65.0,19.6,19.6,128.0,observed_estimated_cost
331,2025-09-21,Pattaya_Beach,Pineapple,5,79.5,2025-09-15,6,5,49.0,9.9,9.9,79.5,observed_estimated_cost
332,2025-09-21,Pattaya_Beach,Watermelon,5,68.5,2025-09-15,6,5,45.0,7.7,7.7,68.5,observed_estimated_cost
333,2025-09-21,Pattaya_Central,Guava,4,59.08,2025-09-15,6,5.5,49.0,8.77,8.77,59.08,observed_estimated_cost
334,2025-09-21,Pattaya_Central,PassionFruit,9,230.4,2025-09-15,6,6,65.0,19.6,19.6,230.4,observed_estimated_cost
335,2025-09-21,Pattaya_Central,Pineapple,8,127.2,2025-09-15,6,5,49.0,9.9,9.9,127.2,observed_estimated_cost
336,2025-09-21,Pattaya_Central,Watermelon,3,41.1,2025-09-15,6,5,45.0,7.7,7.7,41.1,observed_estimated_cost
337,2025-09-22,BKK_Ladprao,Guava,1,14.9,2025-09-22,6,5.5,49.0,8.9,8.9,14.9,observed_estimated_cost
338,2025-09-22,BKK_Ladprao,PassionFruit,5,118.55,2025-09-22,6,6,65.0,17.71,17.71,118.55,observed_estimated_cost
339,2025-09-22,BKK_Ladprao,Pineapple,5,83.25,2025-09-22,6,5,49.0,10.65,10.65,83.25,observed_estimated_cost
340,2025-09-22,BKK_Ladprao,Watermelon,5,70.6,2025-09-22,6,5,45.0,8.12,8.12,70.6,observed_estimated_cost
341,2025-09-22,BKK_Sukhumvit,Guava,1,14.9,2025-09-22,6,5.5,49.0,8.9,8.9,14.9,observed_estimated_cost
342,2025-09-22,BKK_Sukhumvit,PassionFruit,6,142.26,2025-09-22,6,6,65.0,17.71,17.71,142.26,observed_estimated_cost
343,2025-09-22,BKK_Sukhumvit,Pineapple,5,83.25,2025-09-22,6,5,49.0,10.65,10.65,83.25,observed_estimated_cost
344,2025-09-22,BKK_Sukhumvit,Watermelon,2,28.24,2025-09-22,6,5,45.0,8.12,8.12,28.24,observed_estimated_cost
345,2025-09-22,Pattaya_Beach,Guava,4,59.6,2025-09-22,6,5.5,49.0,8.9,8.9,59.6,observed_estimated_cost
346,2025-09-22,Pattaya_Beach,PassionFruit,3,71.13,2025-09-22,6,6,65.0,17.71,17.71,71.13,observed_estimated_cost
347,2025-09-22,Pattaya_Beach,Pineapple,3,49.95,2025-09-22,6,5,49.0,10.65,10.65,49.95,observed_estimated_cost
348,2025-09-22,Pattaya_Beach,Watermelon,4,56.48,2025-09-22,6,5,45.0,8.12,8.12,56.48,observed_estimated_cost
349,2025-09-22,Pattaya_Central,Guava,5,74.5,2025-09-22,6,5.5,49.0,8.9,8.9,74.5,observed_estimated_cost
350,2025-09-22,Pattaya_Central,PassionFruit,4,94.84,2025-09-22,6,6,65.0,17.71,17.71,94.84,observed_estimated_cost
351,2025-09-22,Pattaya_Central,Pineapple,3,49.95,2025-09-22,6,5,49.0,10.65,10.65,49.95,observed_estimated_cost
352,2025-09-22,Pattaya_Central,Watermelon,2,28.24,2025-09-22,6,5,45.0,8.12,8.12,28.24,observed_estimated_cost
353,2025-09-23,BKK_Ladprao,Guava,2,29.8,2025-09-22,6,5.5,49.0,8.9,8.9,29.8,observed_estimated_cost
354,2025-09-23,BKK_Ladprao,PassionFruit,2,47.42,2025-09-22,6,6,65.0,17.71,17.71,47.42,observed_estimated_cost
355,2025-09-23,BKK_Ladprao,Pineapple,3,49.95,2025-09-22,6,5,49.0,10.65,10.65,49.95,observed_estimated_cost
356,2025-09-23,BKK_Ladprao,Watermelon,4,56.48,2025-09-22,6,5,45.0,8.12,8.12,56.48,observed_estimated_cost
357,2025-09-23,BKK_Sukhumvit,Guava,3,44.7,2025-09-22,6,5.5,49.0,8.9,8.9,44.7,observed_estimated_cost
358,2025-09-23,BKK_Sukhumvit,PassionFruit,6,142.26,2025-09-22,6,6,65.0,17.71,17.71,142.26,observed_estimated_cost
359,2025-09-23,BKK_Sukhumvit,Pineapple,3,49.95,2025-09-22,6,5,49.0,10.65,10.65,49.95,observed_estimated_cost
360,2025-09-23,BKK_Sukhumvit,Watermelon,7,98.84,2025-09-22,6,5,45.0,8.12,8.12,98.84,observed_estimated_cost
361,2025-09-23,Pattaya_Beach,Guava,5,74.5,2025-09-22,6,5.5,49.0,8.9,8.9,74.5,observed_estimated_cost
362,2025-09-23,Pattaya_Beach,PassionFruit,1,23.71,2025-09-22,6,6,65.0,17.71,17.71,23.71,observed_estimated_cost
363,2025-09-23,Pattaya_Beach,Pineapple,2,33.3,2025-09-22,6,5,49.0,10.65,10.65,33.3,observed_estimated_cost
364,2025-09-23,Pattaya_Beach,Watermelon,4,56.48,2025-09-22,6,5,45.0,8.12,8.12,56.48,observed_estimated_cost
365,2025-09-23,Pattaya_Central,Guava,4,59.6,2025-09-22,6,5.5,49.0,8.9,8.9,59.6,observed_estimated_cost
366,2025-09-23,Pattaya_Central,PassionFruit,3,71.13,2025-09-22,6,6,65.0,17.71,17.71,71.13,observed_estimated_cost
367,2025-09-23,Pattaya_Central,Pineapple,3,49.95,2025-09-22,6,5,49.0,10.65,10.65,49.95,observed_estimated_cost
368,2025-09-23,Pattaya_Central,Watermelon,5,70.6,2025-09-22,6,5,45.0,8.12,8.12,70.6,observed_estimated_cost
369,2025-09-24,BKK_Ladprao,Guava,1,14.9,2025-09-22,6,5.5,49.0,8.9,8.9,14.9,observed_estimated_cost
370,2025-09-24,BKK_Ladprao,PassionFruit,4,94.84,2025-09-22,6,6,65.0,17.71,17.71,94.84,observed_estimated_cost
371,2025-09-24,BKK_Ladprao,Pineapple,4,66.6,2025-09-22,6,5,49.0,10.65,10.65,66.6,observed_estimated_cost
372,2025-09-24,BKK_Ladprao,Watermelon,4,56.48,2025-09-22,6,5,45.0,8.12,8.12,56.48,observed_estimated_cost
373,2025-09-24,BKK_Sukhumvit,Guava,3,44.7,2025-09-22,6,5.5,49.0,8.9,8.9,44.7,observed_estimated_cost
374,2025-09-24,BKK_Sukhumvit,PassionFruit,6,142.26,2025-09-22,6,6,65.0,17.71,17.71,142.26,observed_estimated_cost
375,2025-09-24,BKK_Sukhumvit,Pineapple,2,33.3,2025-09-22,6,5,49.0,10.65,10.65,33.3,observed_estimated_cost
376,2025-09-24,BKK_Sukhumvit,Watermelon,6,84.72,2025-09-22,6,5,45.0,8.12,8.12,84.72,observed_estimated_cost
377,2025-09-24,Pattaya_Beach,Guava,1,14.9,2025-09-22,6,5.5,49.0,8.9,8.9,14.9,observed_estimated_cost
378,2025-09-24,Pattaya_Beach,PassionFruit,5,118.55,2025-09-22,6,6,65.0,17.71,17.71,118.55,observed_estimated_cost
379,2025-09-24,Pattaya_Beach,Pineapple,1,16.65,2025-09-22,6,5,49.0,10.65,10.65,16.65,observed_estimated_cost
380,2025-09-24,Pattaya_Beach,Watermelon,3,42.36,2025-09-22,6,5,45.0,8.12,8.12,42.36,observed_estimated_cost
381,2025-09-24,Pattaya_Central,Guava,4,59.6,2025-09-22,6,5.5,49.0,8.9,8.9,59.6,observed_estimated_cost
382,2025-09-24,Pattaya_Central,PassionFruit,7,165.97,2025-09-22,6,6,65.0,17.71,17.71,165.97,observed_estimated_cost
383,2025-09-24,Pattaya_Central,Pineapple,6,99.9,2025-09-22,6,5,49.0,10.65,10.65,99.9,observed_estimated_cost
384,2025-09-24,Pattaya_Central,Watermelon,2,28.24,2025-09-22,6,5,45.0,8.12,8.12,28.24,observed_estimated_cost
385,2025-09-25,BKK_Ladprao,Guava,5,74.5,2025-09-22,6,5.5,49.0,8.9,8.9,74.5,observed_estimated_cost
386,2025-09-25,BKK_Ladprao,PassionFruit,6,142.26,2025-09-22,6,6,65.0,17.71,17.71,142.26,observed_estimated_cost
387,2025-09-25,BKK_Ladprao,Pineapple,4,66.6,2025-09-22,6,5,49.0,10.65,10.65,66.6,observed_estimated_cost
388,2025-09-25,BKK_Ladprao,Watermelon,3,42.36,2025-09-22,6,5,45.0,8.12,8.12,42.36,observed_estimated_cost
389,2025-09-25,BKK_Sukhumvit,Guava,5,74.5,2025-09-22,6,5.5,49.0,8.9,8.9,74.5,observed_estimated_cost
390,2025-09-25,BKK_Sukhumvit,PassionFruit,4,94.84,2025-09-22,6,6,65.0,17.71,17.71,94.84,observed_estimated_cost
391,2025-09-25,BKK_Sukhumvit,Pineapple,1,16.65,2025-09-22,6,5,49.0,10.65,10.65,16.65,observed_estimated_cost
392,2025-09-25,BKK_Sukhumvit,Watermelon,5,70.6,2025-09-22,6,5,45.0,8.12,8.12,70.6,observed_estimated_cost
393,2025-09-25,Pattaya_Beach,Guava,3,44.7,2025-09-22,6,5.5,49.0,8.9,8.9,44.7,observed_estimated_cost
394,2025-09-25,Pattaya_Beach,PassionFruit,5,118.55,2025-09-22,6,6,65.0,17.71,17.71,118.55,observed_estimated_cost
395,2025-09-25,Pattaya_Beach,Pineapple,3,49.95,2025-09-22,6,5,49.0,10.65,10.65,49.95,observed_estimated_cost
396,2025-09-25,Pattaya_Beach,Watermelon,5,70.6,2025-09-22,6,5,45.0,8.12,8.12,70.6,observed_estimated_cost
397,2025-09-25,Pattaya_Central,Guava,3,44.7,2025-09-22,6,5.5,49.0,8.9,8.9,44.7,observed_estimated_cost
398,2025-09-25,Pattaya_Central,PassionFruit,8,189.68,2025-09-22,6,6,65.0,17.71,17.71,189.68,observed_estimated_cost
399,2025-09-25,Pattaya_Central,Pineapple,4,66.6,2025-09-22,6,5,49.0,10.65,10.65,66.6,observed_estimated_cost
400,2025-09-25,Pattaya_Central,Watermelon,7,98.84,2025-09-22,6,5,45.0,8.12,8.12,98.84,observed_estimated_cost
401,2025-09-26,BKK_Ladprao,Guava,3,44.7,2025-09-22,6,5.5,49.0,8.9,8.9,44.7,observed_estimated_cost
402,2025-09-26,BKK_Ladprao,PassionFruit,6,142.26,2025-09-22,6,6,65.0,17.71,17.71,142.26,observed_estimated_cost
403,2025-09-26,BKK_Ladprao,Pineapple,7,116.55,2025-09-22,6,5,49.0,10.65,10.65,116.55,observed_estimated_cost
